"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Manuel Pucciarelli","2017-2018",26,1380,2,0,3,0,13,8,2990,759,180,250,300,10,300,20,91,"Chievo","Italy","Italy","Forward","right",2500000,0
"Manuel Schmiedebach","2017-2018",28,165,0,0,1,0,0,0,500,667,30,60,60,0,80,30,10,"Hannover 96","Germany","Germany","Midfielder","right",1e+08,0
"Manuel Schmiedebach","2019-2020",30,179,0,0,0,0,0,0,410,774,0,50,0,0,70,20,24,"Union Berlin","Germany","Germany","Midfielder","right",650000,0
"Mapou Yanga-Mbiwa","2017-2018",28,128,0,0,1,0,0,0,960,932,0,20,10,0,30,20,15,"Lyon","France","France","Defender","right",3e+08,1
"Marash Kumbulla","2020-2021",20,1363,1,0,8,0,7,2,7200,899,30,380,70,0,280,530,19,"Roma","Italy","Albania","Defender","right",2.5e+07,0
"Marash Kumbulla","2019-2020",19,1950,1,0,7,1,5,5,7710,838,20,460,100,20,920,1050,144,"Hellas Verona","Italy","Albania","Defender","right",22500000,0
"Marc Albrighton","2018-2019",28,1625,2,2,3,0,22,7,4580,594,290,800,400,40,610,200,137,"Leicester City","England","England","Forward","right",1e+09,0
"Marc Albrighton","2017-2018",27,2538,2,7,5,1,32,6,7570,604,450,1170,670,120,1020,370,129,"Leicester City","England","England","Midfielder","right",1e+09,0
"Marc Albrighton","2019-2020",29,867,0,3,2,0,31,2,3440,679,180,500,260,50,320,70,145,"Leicester City","England","England","Midfielder","right",8e+08,0
"Marc Albrighton","2020-2021",30,1746,1,5,2,0,31,9,6350,688,390,870,710,110,710,260,19,"Leicester City","England","England","Defender","right",4e+08,0
"Marc Bartra","2018-2019",27,2928,1,0,4,0,3,3,19930,884,40,830,190,0,1240,1560,142,"Betis","Spain","Spain","Defender","right",2.2e+07,0
"Marc Bartra","2019-2020",28,2524,3,1,8,0,14,5,14220,869,30,660,120,10,870,1810,107,"Betis","Spain","Spain","Defender","right",17500000,0
"Marc Bartra","2017-2018",26,1419,1,0,6,0,6,4,9280,838,40,580,140,10,590,650,188,"Betis","Spain","Spain","Defender","right",17500000,0
"Marc Bartra","2017-2018",26,1419,1,0,6,0,6,4,9280,838,40,580,140,10,590,650,188,"Betis","Spain","Spain","Defender","right",17500000,0
"Marc Bartra","2020-2021",29,1694,0,1,3,0,5,4,7820,812,30,300,70,10,540,1010,147,"Betis","Spain","Spain","Defender","right",1e+09,0
"Marc Bartra","2017-2018",26,807,2,1,1,0,33,3,5520,792,20,410,80,20,480,300,125,"Dortmund","Germany","Spain","Defender","right",17500000,0
"Marc Bartra","2017-2018",26,807,2,1,1,0,33,3,5520,792,20,410,80,20,480,300,125,"Dortmund","Germany","Spain","Defender","right",17500000,0
"Marc Cardona","2018-2019",23,604,3,1,1,0,6,8,1280,715,50,90,110,20,120,40,124,"Eibar","Spain","Spain","Forward","right",1500000,0
"Marc Cardona","2019-2020",24,705,1,2,1,0,38,4,1350,734,100,100,150,30,20,40,142,"Osasuna","Spain","Spain","Forward","right",1200000,0
"Marc Cardona","2018-2019",23,604,3,1,1,0,6,8,1280,715,50,90,110,20,120,40,124,"Eibar","Spain","Spain","Forward","right",1500000,0
"Marc Cucurella","2019-2020",21,3237,1,5,9,0,17,6,9380,667,490,1330,930,90,1170,410,138,"Getafe","Spain","Spain","Midfielder","left",1.8e+07,0
"Marc Cucurella","2018-2019",20,2354,1,2,6,0,11,2,7630,765,320,680,660,80,590,290,119,"Eibar","Spain","Spain","Midfielder","left",1e+09,0
"Marc Cucurella","2018-2019",20,2354,1,2,6,0,11,2,7630,765,320,680,660,80,590,290,119,"Eibar","Spain","Spain","Midfielder","left",1e+09,0
"Marc Cucurella","2020-2021",22,3244,3,2,8,0,14,8,9270,708,350,1060,800,50,1240,400,103,"Getafe","Spain","Spain","Midfielder","left",2e+09,0
"Marc Muniesa","2018-2019",26,1406,0,0,6,0,0,1,7080,798,80,660,230,0,720,510,116,"Girona","Spain","Spain","Defender","left",3e+08,0
"Marc Muniesa","2017-2018",25,1125,0,1,2,0,8,1,4940,783,10,470,60,10,510,180,121,"Girona","Spain","Spain","Defender","left",2500000,0
"Marc Navarro","2019-2020",24,219,0,0,1,0,0,0,550,696,0,70,10,0,30,80,25,"Leganés","Spain","Spain","Defender","right",1200000,0
"Marc Navarro","2018-2019",23,84,0,0,0,0,0,0,210,600,0,0,0,0,50,40,15,"Watford","England","Spain","Defender","right",2e+08,0
"Marc Navarro","2017-2018",22,1110,1,1,3,0,16,5,4010,700,100,310,220,20,280,90,89,"Espanyol","Spain","Spain","Defender","right",2e+08,0
"Marc Pedraza","2019-2020",32,130,0,0,0,0,0,0,270,818,0,20,10,0,60,20,10,"Mallorca","Spain","Spain","Midfielder","right",3e+07,0
"Marc Pugh","2017-2018",30,985,0,0,2,0,0,5,3870,756,100,360,170,10,280,110,15,"Bournemouth","England","England","Midfielder","right",1500000,0
"Marc Roca","2018-2019",21,3112,1,2,9,0,9,9,16960,876,230,2010,550,30,1150,680,149,"Espanyol","Spain","Spain","Midfielder","left",3e+09,0
"Marc Roca","2017-2018",20,269,0,0,0,0,0,0,1460,864,20,110,60,10,110,50,213,"Espanyol","Spain","Spain","Midfielder","left",8e+07,0
"Marc Roca","2020-2021",23,177,0,0,1,0,0,0,1110,902,10,150,20,0,60,30,217,"Bayern Munich","Germany","Spain","Midfielder","left",1e+09,0
"Marc Roca","2019-2020",22,3008,2,1,8,0,9,3,13890,802,260,2140,600,40,1150,750,69,"Espanyol","Spain","Spain","Midfielder","left",1.6e+07,0
"Marc Stendera","2018-2019",22,110,0,0,0,0,0,0,810,853,10,110,40,10,100,0,243,"Eint Frankfurt","Germany","Germany","Midfielder","right",1500000,0
"Marc Stendera","2017-2018",21,372,0,0,1,0,0,1,1080,679,10,190,40,0,330,20,129,"Eint Frankfurt","Germany","Germany","Midfielder","right",2e+08,0
"Marcel Benger","2017-2018",19,2,0,0,0,0,0,0,10,1000,0,0,0,0,0,0,30,"M'Gladbach","Germany","Germany","Midfielder","right",125000,0
"Marcel Büchel","2017-2018",26,1696,0,0,9,0,0,2,6470,767,120,430,250,10,670,420,78,"Hellas Verona","Italy","Liechtenstein","Midfielder","left",1e+08,0
"Marcel Halstenberg","2018-2019",26,2414,3,6,2,0,34,8,11710,740,550,1530,850,130,910,790,20,"RB Leipzig","Germany","Germany","Defender","left",2.2e+07,0
"Marcel Halstenberg","2019-2020",27,2520,3,3,6,1,21,9,16050,841,350,1560,620,110,780,920,183,"RB Leipzig","Germany","Germany","Defender","left",17500000,0
"Marcel Halstenberg","2020-2021",28,1651,2,2,2,0,22,4,14380,878,270,1510,530,40,560,530,204,"RB Leipzig","Germany","Germany","Defender","left",1.4e+07,0
"Marcel Halstenberg","2017-2018",25,1178,2,2,3,0,31,8,6060,782,130,680,250,20,350,300,16,"RB Leipzig","Germany","Germany","Defender","left",8e+08,0
"Marcel Hartel","2020-2021",24,1681,0,0,1,0,0,6,5890,747,140,560,290,10,510,140,86,"Arminia","Germany","Germany","Midfielder","both",1800000,0
"Marcel Heller","2017-2018",31,1299,0,1,1,1,7,4,1900,548,150,230,340,50,430,90,15,"Augsburg","Germany","Germany","Forward","right",1e+08,0
"Marcel Risse","2017-2018",27,1169,1,3,2,0,31,7,3910,605,210,610,300,50,340,90,5,"Köln","Germany","Germany","Defender","right",2e+08,0
"Marcel Risse","2019-2020",29,132,0,2,1,0,136,0,350,500,60,50,70,20,60,20,167,"Köln","Germany","Germany","Midfielder","right",1200000,0
"Marcel Sabitzer","2017-2018",23,1790,3,5,4,0,4,22,6610,708,350,1000,640,110,470,130,168,"RB Leipzig","Germany","Austria","Midfielder","right",2.5e+07,0
"Marcel Sabitzer","2020-2021",26,2026,8,3,8,0,49,21,10680,795,290,1590,590,50,740,280,181,"RB Leipzig","Germany","Austria","Midfielder","right",4.2e+07,0
"Marcel Sabitzer","2018-2019",24,2352,4,3,9,0,27,17,8650,700,380,1420,780,80,720,320,217,"RB Leipzig","Germany","Austria","Midfielder","right",2.5e+07,0
"Marcel Sabitzer","2019-2020",25,2499,9,7,4,0,58,24,11630,759,560,1730,1030,120,520,290,194,"RB Leipzig","Germany","Austria","Midfielder","right",3.2e+07,0
"Marcel Schmelzer","2018-2019",30,566,0,1,1,0,16,0,3860,825,30,240,70,20,200,80,23,"Dortmund","Germany","Germany","Defender","left",2500000,0
"Marcel Schmelzer","2019-2020",31,66,1,1,0,0,273,1,410,788,20,60,20,10,10,20,229,"Dortmund","Germany","Germany","Defender","left",1400000,0
"Marcel Schmelzer","2017-2018",29,1491,0,0,3,0,0,1,10690,828,90,1130,210,10,550,740,111,"Dortmund","Germany","Germany","Defender","left",5e+08,0
"Marcel Sobottka","2018-2019",24,942,0,0,3,0,0,2,2670,785,20,290,70,20,380,220,121,"Düsseldorf","Germany","Germany","Midfielder","right",3500000,0
"Marcel Sobottka","2019-2020",25,701,0,1,2,0,13,1,1870,813,30,120,80,10,260,110,111,"Düsseldorf","Germany","Germany","Midfielder","right",2800000,0
"Marcel Tisserand","2019-2020",26,1204,1,1,8,1,15,2,5620,778,30,660,120,10,470,830,113,"Wolfsburg","Germany","Democratic Republic of the Congo","Defender","right",6e+08,1
"Marcel Tisserand","2018-2019",25,886,1,0,2,0,1,2,4730,790,10,350,30,0,310,490,13,"Wolfsburg","Germany","Democratic Republic of the Congo","Defender","right",4500000,1
"Marcel Tisserand","2017-2018",24,1247,0,1,4,0,7,1,6050,821,20,540,70,10,290,510,106,"Wolfsburg","Germany","Democratic Republic of the Congo","Defender","right",7500000,1
"Marcello Gazzola","2017-2018",32,739,0,0,1,0,0,0,3410,740,70,250,110,0,110,290,78,"Sassuolo","Italy","Italy","Defender","right",4e+07,0
"Marcello Gazzola","2018-2019",33,921,1,0,3,0,1,1,2480,639,50,340,70,0,180,300,125,"Parma","Italy","Italy","Defender","right",3e+07,0
"Marcello Trotta","2018-2019",25,398,0,0,0,0,0,3,850,733,30,70,0,0,110,40,108,"Frosinone","Italy","Italy","Forward","left",1e+08,0
"Marcello Trotta","2018-2019",25,398,0,0,0,0,0,3,850,733,30,70,0,0,110,40,108,"Frosinone","Italy","Italy","Forward","left",1e+08,0
"Marcello Trotta","2018-2019",25,6,0,0,0,0,0,0,20,1000,0,0,100,0,0,0,10,"Sassuolo","Italy","Italy","Forward","left",1e+08,0
"Marcello Trotta","2018-2019",25,6,0,0,0,0,0,0,20,1000,0,0,100,0,0,0,10,"Sassuolo","Italy","Italy","Forward","left",1e+08,0
"Marcello Trotta","2017-2018",24,2258,7,2,2,0,36,23,5240,695,250,480,600,90,490,170,10,"Crotone","Italy","Italy","Forward","left",3500000,0
"Marcelo","2017-2018",30,3106,3,1,5,1,12,11,19060,858,40,1150,190,30,730,80,211,"Lyon","France","Brazil","Defender","left",6e+09,1
"Marcelo","2018-2019",31,2878,0,1,6,0,3,6,20670,894,110,1510,320,20,960,2210,197,"Lyon","France","Brazil","Defender","right",7e+08,1
"Marcelo","2018-2019",31,2878,0,1,6,0,3,6,20670,894,110,1510,320,20,960,2210,197,"Lyon","France","Brazil","Defender","left",2.5e+07,1
"Marcelo","2019-2020",32,1503,0,0,4,0,0,2,9870,871,10,710,80,0,490,1120,118,"Lyon","France","Brazil","Defender","right",2800000,1
"Marcelo","2017-2018",30,3106,3,1,5,1,12,11,19060,858,40,1150,190,30,730,80,211,"Lyon","France","Brazil","Defender","right",9e+08,1
"Marcelo","2020-2021",32,1050,0,2,3,0,17,0,7050,810,160,810,380,30,340,240,194,"Real Madrid","Spain","Brazil","Defender","right",3e+08,1
"Marcelo","2018-2019",30,1853,2,2,6,0,19,12,12500,814,350,1610,650,70,490,230,143,"Real Madrid","Spain","Brazil","Defender","left",2.5e+07,1
"Marcelo","2017-2018",29,2262,2,6,3,1,32,9,14960,795,600,2070,1170,120,770,1540,186,"Real Madrid","Spain","Brazil","Defender","right",9e+08,1
"Marcelo","2017-2018",29,2262,2,6,3,1,32,9,14960,795,600,2070,1170,120,770,1540,186,"Real Madrid","Spain","Brazil","Defender","left",6e+09,1
"Marcelo","2018-2019",30,1853,2,2,6,0,19,12,12500,814,350,1610,650,70,490,230,143,"Real Madrid","Spain","Brazil","Defender","right",7e+08,1
"Marcelo","2020-2021",32,1050,0,2,3,0,17,0,7050,810,160,810,380,30,340,240,194,"Real Madrid","Spain","Brazil","Defender","left",7500000,1
"Marcelo","2019-2020",31,1296,1,2,2,0,21,6,8820,824,260,1070,500,70,350,210,213,"Real Madrid","Spain","Brazil","Defender","right",2800000,1
"Marcelo","2019-2020",31,1296,1,2,2,0,21,6,8820,824,260,1070,500,70,350,210,213,"Real Madrid","Spain","Brazil","Defender","left",1.6e+07,1
"Marcelo","2020-2021",33,2907,3,0,7,2,9,7,18010,888,90,1230,270,0,870,1750,188,"Lyon","France","Brazil","Defender","right",3e+08,1
"Marcelo","2019-2020",32,1503,0,0,4,0,0,2,9870,871,10,710,80,0,490,1120,118,"Lyon","France","Brazil","Defender","left",1.6e+07,1
"Marcelo","2020-2021",33,2907,3,0,7,2,9,7,18010,888,90,1230,270,0,870,1750,188,"Lyon","France","Brazil","Defender","left",7500000,1
"Marcelo Saracchi","2018-2019",20,653,0,1,2,0,14,0,3330,698,100,390,150,20,290,140,122,"RB Leipzig","Germany","Uruguay","Defender","left",1e+09,0
"Marcelo Saracchi","2019-2020",21,179,1,0,1,0,5,1,910,717,40,70,40,0,100,50,25,"RB Leipzig","Germany","Uruguay","Defender","left",9e+08,0
"Marco Andreolli","2018-2019",32,106,0,0,1,0,0,1,620,899,0,50,0,0,20,70,33,"Cagliari","Italy","Italy","Defender","right",5e+07,0
"Marco Andreolli","2018-2019",32,106,0,0,1,0,0,1,620,899,0,50,0,0,20,70,33,"Cagliari","Italy","Italy","Defender","right",5e+07,0
"Marco Andreolli","2018-2019",32,646,0,0,2,0,0,1,1910,820,0,70,20,0,130,580,25,"Chievo","Italy","Italy","Defender","right",5e+07,0
"Marco Andreolli","2018-2019",32,646,0,0,2,0,0,1,1910,820,0,70,20,0,130,580,25,"Chievo","Italy","Italy","Defender","right",5e+07,0
"Marco Andreolli","2017-2018",31,1829,0,0,5,0,0,1,6810,804,10,360,10,0,410,1410,91,"Cagliari","Italy","Italy","Defender","right",1200000,0
"Marco Asensio","2018-2019",22,1779,1,4,3,0,25,17,8420,825,330,770,630,110,290,30,173,"Real Madrid","Spain","Spain","Forward","left",6e+09,0
"Marco Asensio","2017-2018",21,1845,6,4,2,0,49,22,10280,838,520,940,1000,130,280,10,194,"Real Madrid","Spain","Spain","Forward","left",7.5e+07,0
"Marco Asensio","2020-2021",24,1869,5,2,1,0,34,11,8080,802,360,750,710,80,280,100,22,"Real Madrid","Spain","Spain","Forward","left",3.5e+07,0
"Marco Asensio","2019-2020",23,336,3,1,0,0,107,5,1340,822,70,120,110,10,70,30,278,"Real Madrid","Spain","Spain","Forward","left",3.2e+07,0
"Marco Ballarini","2019-2020",18,1,0,0,0,0,0,0,50,1000,0,0,0,0,0,0,30,"Udinese","Italy","Italy","Midfielder","right",50000,0
"Marco Benassi","2019-2020",24,980,1,1,1,0,18,4,2620,766,180,350,270,20,210,130,15,"Fiorentina","Italy","Italy","Midfielder","right",1.1e+07,0
"Marco Benassi","2018-2019",23,2282,7,1,6,1,32,21,6320,755,250,970,540,30,400,270,116,"Fiorentina","Italy","Italy","Midfielder","right",2e+09,0
"Marco Benassi","2017-2018",22,2782,5,3,6,0,26,27,9940,752,380,1520,820,50,900,300,151,"Fiorentina","Italy","Italy","Midfielder","right",1.3e+07,0
"Marco Borriello","2017-2018",35,773,1,0,6,0,12,4,1200,745,80,60,140,10,50,40,73,"SPAL","Italy","Italy","Forward","left",4e+07,0
"Marco Borriello","2017-2018",35,773,1,0,6,0,12,4,1200,745,80,60,140,10,50,40,73,"SPAL","Italy","Italy","Forward","left",4e+07,0
"Marco Brescianini","2019-2020",19,25,0,0,0,0,0,0,230,1000,0,10,0,0,30,0,30,"Milan","Italy","Italy","Midfielder","left",1e+07,0
"Marco Calderoni","2019-2020",30,2064,3,2,7,0,22,5,8290,739,210,800,390,50,730,480,92,"Lecce","Italy","Italy","Defender","left",8e+07,0
"Marco Capuano","2018-2019",26,2307,0,0,5,1,0,0,9730,830,60,660,100,0,850,1330,78,"Frosinone","Italy","Italy","Defender","left",7e+07,0
"Marco Capuano","2017-2018",25,690,0,0,2,0,0,0,2990,767,20,220,70,0,340,1000,111,"Cagliari","Italy","Italy","Defender","left",1e+08,0
"Marco Capuano","2017-2018",25,690,0,0,2,0,0,0,2990,767,20,220,70,0,340,1000,111,"Cagliari","Italy","Italy","Defender","left",1e+08,0
"Marco Capuano","2017-2018",25,1407,0,0,4,2,0,1,4930,802,0,290,30,0,190,190,125,"Crotone","Italy","Italy","Defender","left",1e+08,0
"Marco Capuano","2017-2018",25,1407,0,0,4,2,0,1,4930,802,0,290,30,0,190,190,125,"Crotone","Italy","Italy","Defender","left",1e+08,0
"Marco D'Alessandro","2017-2018",26,1043,1,1,1,0,17,9,2100,719,200,170,370,50,380,30,63,"Benevento","Italy","Italy","Midfielder","right",2500000,0
"Marco D'Alessandro","2018-2019",27,1495,0,2,3,0,12,2,4660,701,180,460,380,30,630,310,108,"Udinese","Italy","Italy","Defender","right",2e+08,0
"Marco D'Alessandro","2019-2020",28,781,2,0,0,1,23,3,1910,737,140,200,210,0,240,70,33,"SPAL","Italy","Italy","Midfielder","right",1600000,0
"Marco D'Alessandro","2018-2019",27,1495,0,2,3,0,12,2,4660,701,180,460,380,30,630,310,108,"Udinese","Italy","Italy","Defender","right",2e+08,0
"Marco Fabián","2018-2019",29,62,0,0,0,0,0,0,80,615,0,0,0,0,80,0,0,"Eint Frankfurt","Germany","Mexico","Forward","right",2e+08,0
"Marco Fabián","2017-2018",28,422,1,0,0,0,21,4,1570,835,70,170,100,20,70,10,14,"Eint Frankfurt","Germany","Mexico","Forward","right",4500000,0
"Marco Fossati","2017-2018",24,1101,0,0,5,0,0,1,5650,815,70,550,190,10,410,270,76,"Hellas Verona","Italy","Italy","Midfielder","right",1500000,0
"Marco Friedl","2017-2018",19,600,0,0,0,0,0,1,2880,785,30,250,110,0,160,230,144,"Werder Bremen","Germany","Austria","Defender","left",1500000,0
"Marco Friedl","2018-2019",20,474,0,0,3,0,0,0,2300,871,0,220,10,0,210,270,20,"Werder Bremen","Germany","Austria","Defender","left",2500000,0
"Marco Friedl","2017-2018",19,600,0,0,0,0,0,1,2880,785,30,250,110,0,160,230,144,"Werder Bremen","Germany","Austria","Defender","left",1500000,0
"Marco Friedl","2017-2018",19,45,0,0,0,0,0,0,450,865,20,40,30,0,0,30,0,"Bayern Munich","Germany","Austria","Defender","left",1500000,0
"Marco Friedl","2020-2021",22,2785,0,0,6,0,0,1,13600,811,90,1060,240,20,1290,1450,94,"Werder Bremen","Germany","Austria","Defender","left",7500000,0
"Marco Friedl","2018-2019",20,474,0,0,3,0,0,0,2300,871,0,220,10,0,210,270,20,"Werder Bremen","Germany","Austria","Defender","left",2500000,0
"Marco Friedl","2019-2020",21,2183,1,3,9,0,16,3,9890,765,220,820,360,40,1000,940,104,"Werder Bremen","Germany","Austria","Defender","left",3200000,0
"Marco Friedl","2017-2018",19,45,0,0,0,0,0,0,450,865,20,40,30,0,0,30,0,"Bayern Munich","Germany","Austria","Defender","left",1500000,0
"Marco Höger","2019-2020",29,676,0,0,2,0,0,0,3430,821,70,390,130,0,140,130,6,"Köln","Germany","Germany","Midfielder","right",1400000,0
"Marco Höger","2020-2021",30,53,0,0,0,0,0,0,210,677,0,40,0,0,40,40,10,"Köln","Germany","Germany","Defender","right",6e+07,0
"Marco Höger","2017-2018",27,1674,0,0,4,0,0,0,9550,831,80,1050,210,40,760,370,87,"Köln","Germany","Germany","Midfielder","right",2e+08,0
"Marco John","2020-2021",18,997,0,0,1,0,0,0,4250,796,100,460,200,10,310,200,136,"Hoffenheim","Germany","Germany","Defender","left",4e+08,0
"Marco Majouga","2020-2021",19,124,0,0,0,0,0,1,270,692,30,0,50,0,20,10,25,"Nîmes","France","France","Midfielder","right",5e+07,1
"Marco Mancosu","2019-2020",30,2440,14,2,3,0,59,22,6820,751,350,690,710,50,400,230,82,"Lecce","Italy","Italy","Midfielder","right",2e+08,0
"Marco Olivieri","2019-2020",20,30,0,0,0,0,0,1,110,733,0,0,0,0,10,0,10,"Juventus","Italy","Italy","Forward","right",2e+07,0
"Marco Parolo","2019-2020",34,1700,1,0,8,0,5,6,6660,865,70,690,210,10,740,540,176,"Lazio","Italy","Italy","Midfielder","right",1600000,0
"Marco Parolo","2017-2018",32,2612,4,3,3,2,24,12,9950,804,270,1080,680,80,920,540,187,"Lazio","Italy","Italy","Midfielder","right",5e+08,0
"Marco Parolo","2018-2019",33,2563,4,3,7,0,25,17,8290,753,280,1060,620,40,880,500,153,"Lazio","Italy","Italy","Midfielder","right",3e+08,0
"Marco Parolo","2020-2021",35,653,0,2,5,0,28,1,2920,825,40,270,90,20,320,280,194,"Lazio","Italy","Italy","Defender","right",1e+08,0
"Marco Reus","2020-2021",31,2279,8,6,1,0,55,24,9140,798,500,1010,920,120,510,150,194,"Dortmund","Germany","Germany","Midfielder","right",1.3e+07,0
"Marco Reus","2017-2018",28,928,7,0,1,0,68,14,2920,756,160,380,290,30,240,70,164,"Dortmund","Germany","Germany","Midfielder","right",3.5e+07,0
"Marco Reus","2019-2020",30,1495,11,5,1,0,96,22,5440,828,200,550,530,80,450,130,205,"Dortmund","Germany","Germany","Midfielder","right",3.2e+07,0
"Marco Reus","2018-2019",29,2316,17,8,3,1,97,31,8490,801,370,920,870,190,500,290,226,"Dortmund","Germany","Germany","Midfielder","right",5e+09,0
"Marco Richter","2020-2021",22,1416,3,1,4,1,25,20,2850,597,150,390,460,60,280,100,9,"Augsburg","Germany","Germany","Forward","right",5e+08,0
"Marco Richter","2018-2019",20,1426,4,6,4,0,63,24,3280,676,160,470,520,100,240,60,92,"Augsburg","Germany","Germany","Forward","right",7e+08,0
"Marco Richter","2019-2020",21,2280,4,3,2,0,28,18,3610,606,180,530,560,60,390,180,113,"Augsburg","Germany","Germany","Midfielder","right",8e+08,0
"Marco Richter","2017-2018",19,644,1,0,0,0,14,2,1100,696,80,140,190,10,260,60,108,"Augsburg","Germany","Germany","Forward","right",1e+08,0
"Marco Russ","2017-2018",31,1145,1,0,3,0,8,4,4690,835,30,490,100,10,350,930,153,"Eint Frankfurt","Germany","Germany","Defender","right",1e+08,0
"Marco Russ","2018-2019",32,380,0,0,1,0,0,0,900,750,10,70,40,0,60,90,20,"Eint Frankfurt","Germany","Germany","Defender","right",750000,0
"Marco Sau","2018-2019",30,55,0,0,0,0,0,0,220,815,0,10,10,10,0,0,8,"Sampdoria","Italy","Italy","Midfielder","right",4e+07,0
"Marco Sau","2018-2019",30,55,0,0,0,0,0,0,220,815,0,10,10,10,0,0,8,"Sampdoria","Italy","Italy","Midfielder","right",4e+07,0
"Marco Sau","2017-2018",29,1311,2,0,2,0,14,10,2900,763,130,100,400,20,200,20,10,"Cagliari","Italy","Italy","Forward","right",2e+08,0
"Marco Sau","2018-2019",30,558,1,0,4,0,16,3,1260,840,70,60,150,20,110,30,86,"Cagliari","Italy","Italy","Forward","right",4e+07,0
"Marco Sau","2020-2021",32,785,4,2,1,1,69,5,1850,701,200,140,310,40,140,30,96,"Benevento","Italy","Italy","Midfielder","right",5e+07,0
"Marco Sau","2018-2019",30,558,1,0,4,0,16,3,1260,840,70,60,150,20,110,30,86,"Cagliari","Italy","Italy","Forward","right",4e+07,0
"Marco Stiepermann","2019-2020",28,1180,0,0,6,0,0,5,2910,719,110,380,330,20,210,160,5,"Norwich City","England","Germany","Midfielder","left",3200000,0
