Season;Player;player_foot;market_value
2018-2019;Christian Koffi;right;150000
2017-2018;Christoph Janker;right;150000
2018-2019;Cristian Hadžiosmanović;right;150000
2019-2020;Darell Tokpa;right;150000
2018-2019;David Tejero;right;150000
2019-2020;Davide Riccardi;right;150000
2017-2018;Deji Beyreuther;left;150000
2018-2019;Dennis Lippert;right;150000
2020-2021;Dialy Ndiaye;left;150000
2017-2018;Dimitry Bertaud;right;150000
2019-2020;Dion Sanderson;right;150000
2017-2018;Dorian Grange;right;150000
2018-2019;Duplexe Tchamba;left;150000
2017-2018;Eden Massouema;right;150000
2018-2019;Edoardo Soleri;right;150000
2019-2020;Eiji Kawashima;right;150000
2017-2018;Einar Galilea;left;150000
2017-2018;El Hacen;right;150000
2018-2019;Emanuele Spinozzi;right;150000
2019-2020;Emin Ghazoini;right;150000
2020-2021;Ernest Boahene;right;150000
2018-2019;Fabio Della Giovanna;left;150000
2017-2018;Fabio González;right;150000
2018-2019;Federico Giraudo;left;150000
2019-2020;Ferrán Jutglà;right;150000
2017-2018;Filip Kusic;right;150000
2018-2019;Finn Dahmen;right;150000
2019-2020;Finn Dahmen;right;150000
2019-2020;Florent Poulolo;right;150000
2018-2019;Florian Chabrolle;right;150000
2017-2018;Florian Escales;right;150000
2018-2019;Florian Escales;right;150000
2017-2018;Francesco Rossi;right;150000
2019-2020;Frederik Jäkel;right;150000
2017-2018;Gaëtan Poussin;right;150000
2019-2020;Garissone Innocent;right;150000
2018-2019;Gaspar Iñíguez;right;150000
2018-2019;Gauthier Banaziak;right;150000
2017-2018;Gautier Lloris;left;150000
2018-2019;Gautier Lloris;left;150000
2019-2020;Genaro Rodríguez;right;150000
2018-2019;Georginio Rutter;left;150000
2018-2019;Giacomo Satalino;right;150000
2020-2021;Gian Marco Crespi;right;150000
2017-2018;Gianluca Pegolo;left;150000
2018-2019;Gianluca Pegolo;left;150000
2019-2020;Gianluca Pegolo;left;150000
2019-2020;Gorka Zabarte;right;150000
2019-2020;Guillem Molina;right;150000
2018-2019;Hervé Lybohy;left;150000
2020-2021;Hilton;right;150000
2018-2019;Ibourahima Baldé;right;150000
2020-2021;Idrissa Dioh;right;150000
2018-2019;Isaac Matondo;right;150000
2017-2018;Ismaël Aaneba;right;150000
2018-2019;Isnik Alimi;left;150000
2017-2018;Jérémie Porsan-Clémente;right;150000
2018-2019;Jacopo Murano;left;150000
2019-2020;Jan-Luca Rumpf;right;150000
2018-2019;Javi Aparicio;right;150000
2019-2020;João Virgínia;right;150000
2018-2019;Johannes Bühler;right;150000
2019-2020;Johannes Bühler;right;150000
2019-2020;Jonathan Bumbu;right;150000
2017-2018;Jonathan Klinsmann;right;150000
2018-2019;Jonathan Klinsmann;right;150000
2018-2019;José Manuel Irizo;right;150000
2019-2020;Josué Homawoo;left;150000
2019-2020;Julian Rieckmann;right;150000
2017-2018;Kenny Rocha Santos;right;150000
2018-2019;Kenny Rocha Santos;right;150000
2017-2018;Khamis Digol;right;150000
2018-2019;Kianz Froese;right;150000
2017-2018;Killian Sanson;right;150000
2018-2019;Killian Sanson;right;150000
2018-2019;Kylian Kaïboué;left;150000
2019-2020;Kylian Kaïboué;left;150000
2018-2019;Leo Östigard;right;150000
2018-2019;Leonardo Fontanesi;right;150000
2019-2020;Leonardo Fontanesi;right;150000
2019-2020;Leonardo Mazza;left;150000
2017-2018;Loïc Badiashile;right;150000
2018-2019;Lorenzo Di Livio;right;150000
2017-2018;Lorenzo Polvani;right;150000
2018-2019;Louis Pelletier;right;150000
2019-2020;Louis Pelletier;right;150000
2019-2020;Luc Ihorst;both;150000
2019-2020;Luca Horn;left;150000
2017-2018;Lucas Mocio;left;150000
2018-2019;Ludovico D'Orazio;right;150000
2017-2018;Madih Talal;right;150000
2019-2020;Maduka Okoye;right;150000
2019-2020;Malik Talabidi;right;150000
2017-2018;Mamadou Sissako;right;150000
2017-2018;Marc Vidal;right;150000
2018-2019;Marc Vidal;right;150000
2018-2019;Marc Vito;left;150000
2019-2020;Marco Bleve;right;150000
2020-2021;Marco Festa;right;150000
2019-2020;Marco Rente;right;150000
2018-2019;Mario Ierardi;right;150000
2018-2019;Mario Pugliese;right;150000
2018-2019;Martin Erlic;right;150000
2018-2019;Mathieu Gonçalves;left;150000
2019-2020;Matis Carvalho;right;150000
2018-2019;Matteo Cotali;left;150000
2019-2020;Matteo Lovato;right;150000
2018-2019;Matteo Solini;left;150000
2019-2020;Maurice Opfermann Arcones;right;150000
2019-2020;Max Grün;right;150000
2020-2021;Max Grün;right;150000
2019-2020;Maxence Rivera;right;150000
2018-2019;Mehdi Boudjemaa;right;150000
2018-2019;Michel Ndary Adopo;right;150000
2018-2019;Michele Rigione;right;150000
2019-2020;Miguel Atienza;right;150000
2018-2019;Mikel Carro;right;150000
2017-2018;Milos Pantovic;right;150000
2017-2018;Mirko Antonucci;both;150000
2018-2019;Mischa Häuser;left;150000
2017-2018;Moritz Nicolas;right;150000
2018-2019;Moritz Nicolas;right;150000
2019-2020;Moritz Nicolas;right;150000
2018-2019;Moussa Bana;left;150000
2018-2019;Näis Djouahra;right;150000
2020-2021;Nassim Ahmed;left;150000
2020-2021;Nicolò Manfredini;right;150000
2018-2019;Nnamdi Ofoborh;right;150000
2019-2020;Nnamdi Ofoborh;right;150000
2017-2018;Olivier Verdon;right;150000
2019-2020;Pépé Bonet;right;150000
2018-2019;Patrick Finger;left;150000
2019-2020;Patrick Finger;left;150000
2018-2019;Pepe Castaño;right;150000
2017-2018;Phillip Menzel;right;150000
2018-2019;Phillip Menzel;right;150000
2019-2020;Phillip Menzel;right;150000
2019-2020;Pietro Beruatto;left;150000
2017-2018;Quentin Braat;right;150000
2018-2019;Quentin Braat;right;150000
2017-2018;Quique Fornos;right;150000
2017-2018;Randal Kolo Muani;right;150000
2017-2018;Raphaël Adiceam;right;150000
2018-2019;Riccardo Ladinetti;right;150000
2020-2021;Richecard Richard;right;150000
2018-2019;Roberto Ranieri;right;150000
2018-2019;Robin Ziegele;right;150000
2019-2020;Rodrigo Guth;right;150000
2019-2020;Roli Pereira de Sa;right;150000
2018-2019;Romain Cagnon;right;150000
2017-2018;Romain Perraud;left;150000
2019-2020;Roman Tugarinov;right;150000
2020-2021;Ruwen Werthmüller;right;150000
2018-2019;Ryan Bouallak;right;150000
2018-2019;Ryan Inniss;right;150000
2019-2020;Ryan Inniss;right;150000
2018-2019;Ryan Nolan;right;150000
2017-2018;Sabri Toufiqui;left;150000
2019-2020;Salvatore Boccia;right;150000
2018-2019;Sami Ben Amar;right;150000
2019-2020;Sami Lahssaini;right;150000
2018-2019;Samuele Perisan;left;150000
2019-2020;Samuele Perisan;left;150000
2018-2019;Sanasi Sy;left;150000
2019-2020;Sanasi Sy;left;150000
2019-2020;Sergio Carreira;both;150000
2017-2018;Shawn Parker;right;150000
2019-2020;Simon Ngapandouetnbu;right;150000
2020-2021;Simon Ngapandouetnbu;right;150000
2018-2019;Simone Mazzocchi;right;150000
2017-2018;Simone Muratore;right;150000
2018-2019;Simone Rossetti;left;150000
2018-2019;Sory Doumbouya;right;150000
2019-2020;Stéphane Zobo;right;150000
2018-2019;Stefan Bajic;right;150000
2018-2019;Stefano Scognamillo;right;150000
2019-2020;Taylan Duman;right;150000
2020-2021;Teddy Bartouche;right;150000
2020-2021;Teddy Boulhendi;right;150000
2018-2019;Théo Vermot;right;150000
2019-2020;Théo Vermot;right;150000
2017-2018;Théodore Efouba Ayissi;right;150000
2018-2019;Thomas Bolis;right;150000
2018-2019;Thomas Callens;left;150000
2020-2021;Thomas Callens;left;150000
2018-2019;Thomas Carrique;right;150000
2018-2019;Thomas Schirò;left;150000
2018-2019;Tiago Dias;left;150000
2018-2019;Tim Dierßen;right;150000
2019-2020;Tim Siersleben;left;150000
2018-2019;Timothé Nkada;right;150000
2018-2019;Titas Krapikas;right;150000
2019-2020;Unai Etxebarria;right;150000
2017-2018;Víctor Pastrana;left;150000
2017-2018;Vagner;right;150000
2017-2018;Valère Pollet;right;150000
2018-2019;Valentin Gendrey;right;150000
2019-2020;Valentin Gendrey;right;150000
2017-2018;Valentin Voisin;right;150000
2018-2019;Valentin Voisin;right;150000
2019-2020;Vasco da Cunha;left;150000
2018-2019;Virgile Piechocki;right;150000
2019-2020;Virgile Pinson;right;150000
2019-2020;Virgiliu Postolachi;right;150000
2019-2020;Wesley Moustache;left;150000
2019-2020;Wilfried Singo;right;150000
2018-2019;Wilson Isidor;right;150000
2019-2020;Wladimiro Falcone;right;150000
2018-2019;Yanis Ammour;left;150000
2020-2021;Yanis Saidani;left;150000
2018-2019;Yann Gboho;right;150000
2017-2018;Yehvann Diouf;right;150000
2019-2020;Yvan Neyou;right;150000
2017-2018;Zaydou Youssouf;left;150000
2019-2020;Zinédine Ould Khaled;right;150000
2017-2018;Alessio Miceli;both;175000
2017-2018;Ben Karamoko;right;175000
2018-2019;Davide Zappella;right;175000
2018-2019;Facundo Lescano;right;175000
2019-2020;Jonas Hofmann;right;175000
2019-2020;Julian Justvan;left;175000
2017-2018;Kwame Yeboah;right;175000
2018-2019;Lorenzo Filippini;left;175000
2017-2018;Mak Varesanovic;right;175000
2018-2019;Marco Albertoni;left;175000
2018-2019;Marius Adamonis;right;175000
2018-2019;Maximilian Pronichev;right;175000
2018-2019;Nicolas La Vigna;right;175000
2017-2018;Riccardo Sottil;right;175000
2018-2019;Samuele Damiani;both;175000
2019-2020;Simone Aresti;right;175000
2018-2019;Simone Pinna;right;175000
2018-2019;Stefano Padovan;left;175000
2018-2019;Tommaso Tentoni;right;175000
2018-2019;Wladimiro Falcone;right;175000
2019-2020;Óscar Mingueza;right;2,00E+05
2019-2020;Álex Baena;right;2,00E+05
2018-2019;Álex Dos Santos;right;2,00E+05
2019-2020;Álex Dos Santos;right;2,00E+05
2018-2019;Álex Sola;right;2,00E+05
2019-2020;Aaron Boupendza;left;2,00E+05
2018-2019;Abdel Malik Hsissane;right;2,00E+05
2019-2020;Adri López;right;2,00E+05
2019-2020;Adrian Stanilewicz;left;2,00E+05
2020-2021;Ahmadou Dia;left;2,00E+05
2017-2018;Albano Bizzarri;right;2,00E+05
2018-2019;Alberto Picchi;left;2,00E+05
2017-2018;Alberto Ródenas;right;2,00E+05
2017-2018;Aldo One;right;2,00E+05
2017-2018;Alec Georgen;right;2,00E+05
2018-2019;Alessandro Bordin;right;2,00E+05
2018-2019;Alessandro Fiordaliso;right;2,00E+05
2019-2020;Alessandro Russo;right;2,00E+05
2019-2020;Alessandro Semprini;right;2,00E+05
2019-2020;Alfonso Pastor;right;2,00E+05
2020-2021;Amjhad Nazih;right;2,00E+05
2018-2019;Anderson Cruz;left;2,00E+05
2018-2019;Andrés Prieto;right;2,00E+05
2019-2020;Andrés Prieto;right;2,00E+05
2018-2019;Andrés Schetino;right;2,00E+05
2018-2019;Andrés Solano;right;2,00E+05
2017-2018;Andrea Danzi;right;2,00E+05
2018-2019;Andrea Dini;right;2,00E+05
2019-2020;Andrea Ghion;right;2,00E+05
2018-2019;Andrea Isufaj;left;2,00E+05
2018-2019;Andrea Magrini;right;2,00E+05
2020-2021;Andreas Söndergaard;right;2,00E+05
2018-2019;Angelo da Costa;right;2,00E+05
2019-2020;Angelo da Costa;right;2,00E+05
2020-2021;Angelo da Costa;right;2,00E+05
2017-2018;Aniello Viscovo;right;2,00E+05
2018-2019;Ansoumana Sané;left;2,00E+05
2018-2019;Anthony Mandréa;right;2,00E+05
2019-2020;Anthony Mandréa;right;2,00E+05
2020-2021;Antoine Valério;right;2,00E+05
2019-2020;Antonino Gallo;left;2,00E+05
2017-2018;Antonio Candela;right;2,00E+05
2020-2021;Antonio Mazzotta;left;2,00E+05
2019-2020;Antonio Montoro;right;2,00E+05
2018-2019;Antonio Romano;right;2,00E+05
2018-2019;Antonio Rosati;right;2,00E+05
2019-2020;Antonio Rosati;right;2,00E+05
2017-2018;Antonio Santurro;right;2,00E+05
2018-2019;Antonio Valera;right;2,00E+05
2017-2018;Bachibou Koita;right;2,00E+05
2018-2019;Bachibou Koita;right;2,00E+05
2017-2018;Ba-Muaka Simakala;both;2,00E+05
2018-2019;Ben Lhassine Kone;left;2,00E+05
2019-2020;Benjamin Leneis;both;2,00E+05
2020-2021;Benjamin Leneis;both;2,00E+05
2019-2020;Bogdan Jocic;right;2,00E+05
2017-2018;Bostjan Cesar;left;2,00E+05
2018-2019;Bostjan Cesar;left;2,00E+05
2019-2020;Brandon Austin;right;2,00E+05
2017-2018;Brayan Perea;right;2,00E+05
2018-2019;Carlos Doncel;left;2,00E+05
2017-2018;Carlos Isaac;right;2,00E+05
2018-2019;Carlos Isaac;right;2,00E+05
2017-2018;Carlos Redruello;left;2,00E+05
2017-2018;Cenk Gönen;right;2,00E+05
2019-2020;Charalampos Makridis;both;2,00E+05
2018-2019;Chechu Dorado;left;2,00E+05
2018-2019;Chima Okoroji;left;2,00E+05
2019-2020;Chris Führich;right;2,00E+05
2018-2019;Christopher Rocchia;left;2,00E+05
2018-2019;Constantin Frommann;right;2,00E+05
2019-2020;Dani Cárdenas;right;2,00E+05
2017-2018;Dani Giménez;right;2,00E+05
2017-2018;Dani Sotres;right;2,00E+05
2019-2020;Dani Vivian;right;2,00E+05
2017-2018;Daniele Bonera;right;2,00E+05
2018-2019;Daniele Bonera;right;2,00E+05
2017-2018;Darío Poveda;right;2,00E+05
2017-2018;David Alcibiade;right;2,00E+05
2017-2018;David Otto;right;2,00E+05
2017-2018;Davide Biondini;right;2,00E+05
2017-2018;Deian Boldor;left;2,00E+05
2018-2019;Dennis Smarsch;both;2,00E+05
2017-2018;Dominik Reimann;right;2,00E+05
2018-2019;Dusan Basta;right;2,00E+05
2017-2018;Edoardo Rezzi;right;2,00E+05
2018-2019;El Hacen;right;2,00E+05
2019-2020;El Hacen;right;2,00E+05
2020-2021;Elia Caprile;right;2,00E+05
2017-2018;Eloi Amagat;left;2,00E+05
2017-2018;Elvis Rexhbecaj;left;2,00E+05
2018-2019;Emanuele Calaiò;left;2,00E+05
2018-2019;Emmanuel Besea;right;2,00E+05
2019-2020;Endika Irigoyen;left;2,00E+05
2018-2019;Erik Majetschak;both;2,00E+05
2017-2018;Erwan Maury;right;2,00E+05
2020-2021;Eunan O'Kane;right;2,00E+05
2018-2019;Eyob Zambataro;both;2,00E+05
2017-2018;Fabio Coltorti;right;2,00E+05
2017-2018;Fabio Della Giovanna;left;2,00E+05
2020-2021;Fabio Schneider;right;2,00E+05
2020-2021;Famana Quizera;right;2,00E+05
2019-2020;Federico Marchetti;left;2,00E+05
2020-2021;Federico Marchetti;left;2,00E+05
2020-2021;Federico Ravaglia;right;2,00E+05
2017-2018;Felix Götze;right;2,00E+05
2020-2021;Felix Irorere;right;2,00E+05
2020-2021;Filippo Rinaldi;right;2,00E+05
2017-2018;Franchu;right;2,00E+05
2018-2019;Franchu;right;2,00E+05
2020-2021;Fynn Otto;both;2,00E+05
2018-2019;Gabriel Lunetta;left;2,00E+05
2017-2018;Gabriele Marchegiani;right;2,00E+05
2018-2019;Genís Montolio;right;2,00E+05
2018-2019;George Timotheou;left;2,00E+05
2018-2019;Georgios Siadas;left;2,00E+05
2017-2018;Gerzino Nyamsi;right;2,00E+05
2017-2018;Giuseppe Borello;left;2,00E+05
2018-2019;Giuseppe Carriero;right;2,00E+05
2020-2021;Giuseppe Caso;right;2,00E+05
2017-2018;Giuseppe Cuomo;right;2,00E+05
2017-2018;Gonzalo Villar;right;2,00E+05
2017-2018;Gorka Iraizoz;right;2,00E+05
2018-2019;Gorka Iraizoz;right;2,00E+05
2018-2019;Guillem Jaime;right;2,00E+05
2018-2019;Harry Lewis;right;2,00E+05
2019-2020;Harry Lewis;right;2,00E+05
2020-2021;Harry Lewis;right;2,00E+05
2017-2018;Harry Souttar;right;2,00E+05
2018-2019;Hodei Oleaga;right;2,00E+05
2018-2019;Hugo Guillamón;right;2,00E+05
2019-2020;Hugo Guillamón;right;2,00E+05
2019-2020;Iñaki Álvarez;right;2,00E+05
2017-2018;Iñigo Muñoz;right;2,00E+05
2018-2019;Iago Indias;right;2,00E+05
2017-2018;Ibourahima Baldé;right;2,00E+05
2019-2020;Ilia Gruev;left;2,00E+05
2019-2020;Isma Ruiz;right;2,00E+05
2020-2021;Ismaël Sow;right;2,00E+05
2020-2021;Jabez Makanda;right;2,00E+05
2019-2020;Jacobo González;right;2,00E+05
2019-2020;Jacopo Da Riva;both;2,00E+05
2019-2020;Jake Hesketh;right;2,00E+05
2020-2021;Jake Hesketh;right;2,00E+05
2018-2019;Jan Boller;both;2,00E+05
2018-2019;Jason Lokilo;left;2,00E+05
2018-2019;Javi Díaz;right;2,00E+05
2018-2019;Javi Guerra;right;2,00E+05
2019-2020;Javi Martínez;right;2,00E+05
2018-2019;Jean Manuel Mbom;right;2,00E+05
2017-2018;Jean-Christophe Bouet;right;2,00E+05
2020-2021;Jens Castrop;right;2,00E+05
2020-2021;Jens Grahl;right;2,00E+05
2019-2020;Jesús Areso;right;2,00E+05
2018-2019;Jokin Ezkieta;right;2,00E+05
2019-2020;Jon Pacheco;left;2,00E+05
2019-2020;Jon Sillero;right;2,00E+05
2018-2019;Jonas Carls;left;2,00E+05
2020-2021;Jonas Dirkner;both;2,00E+05
2020-2021;Jorès Rahou;right;2,00E+05
2020-2021;Jordan Stevens;right;2,00E+05
2017-2018;Josha Vagnoman;right;2,00E+05
2018-2019;Josua Mejías;right;2,00E+05
2018-2019;Jozo Stanic;right;2,00E+05
2019-2020;Jozo Stanic;right;2,00E+05
2020-2021;Julian Frommann;right;2,00E+05
2018-2019;Julian Krahl;right;2,00E+05
2019-2020;Julian Krahl;right;2,00E+05
2020-2021;Julian Krahl;right;2,00E+05
2017-2018;Justin Möbius;both;2,00E+05
2019-2020;Kévin Soni;left;2,00E+05
2019-2020;Kaan Kurt;both;2,00E+05
2017-2018;Karim Guédé;right;2,00E+05
2018-2019;Karlo Butic;left;2,00E+05
2019-2020;Khadim Ndiaye;right;2,00E+05
2017-2018;Kilian Jakob;left;2,00E+05
2018-2019;Kilian Jakob;left;2,00E+05
2019-2020;Koba Koindredi;left;2,00E+05
2018-2019;Kwasi Sibo;right;2,00E+05
2019-2020;Laurenz Dehl;right;2,00E+05
2018-2019;Leo Weinkauf;right;2,00E+05
2017-2018;Leonardo Marson;left;2,00E+05
2018-2019;Leonardo Sernicola;right;2,00E+05
2020-2021;Loïc Bessile;left;2,00E+05
2017-2018;Loïck Landre;right;2,00E+05
2020-2021;Logan Delaurier-Chaubet;left;2,00E+05
2018-2019;Lorenzo Peli;right;2,00E+05
2018-2019;Lorenzo Simonetti;right;2,00E+05
2018-2019;Lorenzo Valeau;left;2,00E+05
2020-2021;Loris Mouyokolo;right;2,00E+05
2017-2018;Luca Crosta;right;2,00E+05
2019-2020;Luca Gagliano;left;2,00E+05
2018-2019;Luca Matarese;right;2,00E+05
2017-2018;Luca Ranieri;left;2,00E+05
2018-2019;Luca Ravanelli;right;2,00E+05
2020-2021;Luca Schuler;right;2,00E+05
2017-2018;Luca Zanimacchia;right;2,00E+05
2020-2021;Luisinho;left;2,00E+05
2020-2021;Lukas Fahrnberger;left;2,00E+05
2018-2019;Lukas Jäger;right;2,00E+05
2020-2021;Lukas Petkov;both;2,00E+05
2020-2021;Lukas Zima;right;2,00E+05
2019-2020;Mamoudou Karamoko;right;2,00E+05
2017-2018;Manu Hernando;right;2,00E+05
2017-2018;Marco Festa;right;2,00E+05
2018-2019;Marco Frediani;right;2,00E+05
2018-2019;Marco Meli;right;2,00E+05
2019-2020;Marco Olivieri;right;2,00E+05
2018-2019;Marco Pissardo;right;2,00E+05
2019-2020;Marcos Lavín;right;2,00E+05
2017-2018;Mario González;right;2,00E+05
2019-2020;Mario Rodríguez;right;2,00E+05
2018-2019;Marius Marin;right;2,00E+05
2017-2018;Markel Areitio;right;2,00E+05
2018-2019;Markel Areitio;right;2,00E+05
2020-2021;Marten Winkler;right;2,00E+05
2017-2018;Martin Erlic;right;2,00E+05
2019-2020;Massimiliano Mangraviti;left;2,00E+05
2018-2019;Massimo Bertagnoli;right;2,00E+05
2020-2021;Matis Carvalho;right;2,00E+05
2018-2019;Matteo Brighi;right;2,00E+05
2017-2018;Maurice Covic;both;2,00E+05
2017-2018;Meris Skenderovic;left;2,00E+05
2017-2018;Michael Langer;right;2,00E+05
2017-2018;Michal Tomic;right;2,00E+05
2019-2020;Michel Ndary Adopo;right;2,00E+05
2018-2019;Michele Volpe;right;2,00E+05
2019-2020;Miguel Ángel Leal;right;2,00E+05
2020-2021;Mikail Maden;right;2,00E+05
2019-2020;Mohamed Bahlouli;right;2,00E+05
2017-2018;Mohamed Dräger;right;2,00E+05
2018-2019;Moustapha Seck;left;2,00E+05
2019-2020;Näis Djouahra;right;2,00E+05
2017-2018;Najib Gandi;right;2,00E+05
2018-2019;Nelson Mandela Mbouhom;both;2,00E+05
2018-2019;Ngissah Bismark;right;2,00E+05
2019-2020;Nicky Beloko;right;2,00E+05
2019-2020;Niclas Thiede;both;2,00E+05
2020-2021;Niclas Thiede;both;2,00E+05
2019-2020;Nicolò Armini;right;2,00E+05
2017-2018;Nicolas Frey;right;2,00E+05
2017-2018;Nicolas Sessa;left;2,00E+05
2018-2019;Nikita Contini;right;2,00E+05
2019-2020;Niklas Tauer;right;2,00E+05
2018-2019;Niko Bungert;right;2,00E+05
2018-2019;Nils Stendera;right;2,00E+05
2019-2020;Nils Stendera;right;2,00E+05
2017-2018;Nnamdi Oduamadi;right;2,00E+05
2020-2021;Omer Hanin;both;2,00E+05
2018-2019;Paolo Sammarco;right;2,00E+05
2018-2019;Patrice Kabuya;right;2,00E+05
2018-2019;Patrick Asmah;left;2,00E+05
2018-2019;Patrick Bahanack;left;2,00E+05
2017-2018;Pawel Bochniewicz;left;2,00E+05
2018-2019;Pedro López;right;2,00E+05
2018-2019;Pierluigi Pinto;both;2,00E+05
2018-2019;Rafael;right;2,00E+05
2019-2020;Rafael;right;2,00E+05
2020-2021;Rafael;right;2,00E+05
2017-2018;Raffaele Palladino;right;2,00E+05
2018-2019;Ramiro Guerra;right;2,00E+05
2019-2020;Ramiro Guerra;right;2,00E+05
2017-2018;Renat Dadashov;right;2,00E+05
2017-2018;Rezan Corlu;left;2,00E+05
2019-2020;Ricard Pujol;left;2,00E+05
2017-2018;Riccardo Daga;right;2,00E+05
2018-2019;Riccardo Daga;right;2,00E+05
2017-2018;Richie Towell;right;2,00E+05
2018-2019;Richie Towell;right;2,00E+05
2018-2019;Rigoberto Rivas;right;2,00E+05
2018-2019;Rober González;both;2,00E+05
2018-2019;Roberto Biancu;right;2,00E+05
