Player;Age;Min;Gls;Ast;CrdY;CrdR;G+A;SoT;Cmp;Cmp%;KP;Prog;SCA;GCA;Tkl+Int;Clr;PPM;Season;Team;League;Nationality;Position
Lorenzo De Silvestri;30;2415;2;4;3;0;22;9;7910;648;290;1070;510;50;420;700;175;2018-2019;Torino;Italy;Italy;Defender
Lorenzo Dickmann;21;175;0;0;1;0;0;0;480;814;0;10;0;0;40;40;33;2018-2019;SPAL;Italy;Italy;Defender
Lorenzo Insigne;27;2073;10;6;6;1;69;34;11110;825;600;1110;1250;110;190;30;196;2018-2019;Napoli;Italy;Italy;Forward
Lorenzo Pellegrini;22;1821;3;3;6;0;3;14;7350;744;570;850;900;50;510;240;18;2018-2019;Roma;Italy;Italy;Midfielder
Lorenzo Tonelli;28;1655;1;0;6;0;5;3;10720;884;10;910;100;30;470;850;116;2018-2019;Sampdoria;Italy;Italy;Defender
Louis Beyer;18;720;0;0;1;0;0;0;4050;871;10;260;70;20;360;280;167;2018-2019;M'Gladbach;Germany;Germany;Defender
Louis Carnot;17;8;0;0;0;0;0;0;30;750;10;0;10;0;0;0;10;2018-2019;Guingamp;France;France;Midfielder
Loïc Damour;27;23;0;0;0;0;0;0;80;727;0;0;20;10;0;0;15;2018-2019;Cardiff City;England;France;Midfielder
Loïc Mbe Soh;17;180;0;0;0;0;0;0;1180;915;0;50;0;0;0;80;30;2018-2019;Paris S-G;France;France;Defender
Loïc Perrin;32;2700;1;1;2;0;7;3;13810;864;90;880;180;20;840;1410;174;2018-2019;Saint-Étienne;France;France;Defender
Loïc Rémy;31;1204;7;2;3;0;67;14;1720;778;80;130;220;50;30;170;212;2018-2019;Lille;France;France;Forward
Loïck Landre;26;1591;3;0;6;1;17;3;4380;804;0;210;70;10;540;850;141;2018-2019;Nîmes;France;France;Defender
Luan Capanni;18;9;0;0;1;0;0;0;30;600;0;0;0;0;10;0;0;2018-2019;Lazio;Italy;Brazil;Forward
Luca Antonelli;31;755;0;1;1;0;12;2;2730;720;40;290;110;20;220;270;92;2018-2019;Empoli;Italy;Italy;Defender
Luca Ceppitelli;28;2051;2;1;6;2;13;4;9950;839;20;640;80;20;570;1310;121;2018-2019;Cagliari;Italy;Italy;Defender
Luca Cigarini;32;1682;0;2;9;0;11;2;10640;779;340;1290;510;50;660;410;12;2018-2019;Cagliari;Italy;Italy;Midfielder
Luca Matarese;20;16;0;0;1;0;0;0;30;750;0;0;0;0;0;0;0;2018-2019;Frosinone;Italy;Italy;Forward
Luca Mazzitelli;22;323;0;0;3;0;0;0;1740;777;30;190;80;10;130;60;14;2018-2019;Genoa;Italy;Italy;Midfielder
Luca Paganini;25;1123;2;0;2;0;16;6;3250;767;90;240;220;10;330;190;64;2018-2019;Frosinone;Italy;Italy;Defender
Luca Pellegrini;19;161;0;1;2;0;56;0;1020;803;10;100;170;10;30;20;175;2018-2019;Roma;Italy;Italy;Defender
Luca Pellegrini;19;940;0;1;3;1;1;0;3390;670;100;280;20;10;360;230;117;2018-2019;Cagliari;Italy;Italy;Defender
Luca Rigoni;33;1761;2;1;5;0;15;5;4320;787;110;570;190;10;630;380;113;2018-2019;Parma;Italy;Italy;Midfielder
Luca Rossettini;33;1823;0;0;5;0;0;3;6940;837;10;250;40;10;390;1060;52;2018-2019;Chievo;Italy;Italy;Defender
Luca Sangalli;23;999;1;3;0;0;36;5;2820;723;120;240;250;40;280;50;122;2018-2019;Real Sociedad;Spain;Spain;Midfielder
Luca Siligardi;30;1639;1;2;2;0;16;7;3340;640;160;450;470;60;440;130;9;2018-2019;Parma;Italy;Italy;Forward
Luca Valzania;22;73;0;0;0;0;0;0;230;821;0;10;300;10;50;0;5;2018-2019;Atalanta;Italy;Italy;Midfielder
Luca Valzania;22;897;2;1;4;0;3;7;2080;788;110;190;0;0;420;130;62;2018-2019;Frosinone;Italy;Italy;Midfielder
Luca Waldschmidt;22;1717;9;1;1;0;52;24;4820;793;230;560;540;70;270;110;103;2018-2019;Freiburg;Germany;Germany;Forward
Lucas Alario;25;1265;9;3;1;0;85;17;3040;777;150;200;270;50;140;110;17;2018-2019;Leverkusen;Germany;Argentina;Forward
Lucas Biglia;32;1114;1;0;3;0;8;2;7530;913;120;600;260;20;680;250;181;2018-2019;Milan;Italy;Argentina;Midfielder
Lucas Castro;29;896;1;3;1;0;4;2;3710;760;130;400;260;50;260;30;108;2018-2019;Cagliari;Italy;Argentina;Midfielder
Lucas Deaux;29;1188;3;1;4;0;3;7;3710;696;110;450;160;10;530;100;10;2018-2019;Guingamp;France;France;Midfielder
Lucas Digne;25;2965;4;4;5;1;24;10;14670;715;700;1560;1000;70;1470;1260;143;2018-2019;Everton;England;France;Defender
Lucas Evangelista;23;720;1;0;0;0;12;4;2280;728;60;210;210;0;290;70;86;2018-2019;Nantes;France;Brazil;Forward
Lucas Hernández;22;1117;1;0;5;0;8;1;4550;818;30;330;80;0;400;560;20;2018-2019;Atlético Madrid;Spain;France;Defender
Lucas Höler;24;1006;4;0;0;0;36;11;1800;682;100;170;310;20;240;50;85;2018-2019;Freiburg;Germany;Germany;Forward
Lucas Leiva;31;1987;0;2;7;0;9;2;12620;873;260;1710;450;30;1270;430;174;2018-2019;Lazio;Italy;Brazil;Midfielder
Lucas Lima;26;2496;0;4;6;0;14;3;12130;691;470;1690;810;60;810;540;11;2018-2019;Nantes;France;Brazil;Defender
Lucas Moura;25;2121;10;0;3;0;42;20;5720;750;270;550;730;60;710;230;181;2018-2019;Tottenham;England;Brazil;Forward
Lucas Ocampos;24;2708;4;8;11;0;4;24;7130;751;300;560;690;120;1110;260;162;2018-2019;Marseille;France;Argentina;Forward
Lucas Olaza;24;897;0;2;2;0;2;0;3680;749;70;240;130;30;350;210;16;2018-2019;Celta Vigo;Spain;Uruguay;Defender
Lucas Paquetá;20;842;1;1;5;1;21;6;2780;749;100;400;220;50;220;110;185;2018-2019;Milan;Italy;Brazil;Midfielder
Lucas Piazon;24;84;0;0;0;0;0;1;250;658;10;20;20;0;0;0;5;2018-2019;Chievo;Italy;Brazil;Midfielder
Lucas Pérez;29;475;3;0;0;0;57;3;1000;685;70;60;110;0;90;20;14;2018-2019;West Ham;England;Spain;Forward
Lucas Torreira;22;2382;2;2;7;1;15;6;14120;873;160;1210;480;90;1090;520;179;2018-2019;Arsenal;England;Uruguay;Midfielder
Lucas Torró;24;560;0;0;1;0;0;1;1900;734;30;260;80;20;270;170;138;2018-2019;Eint Frankfurt;Germany;Spain;Midfielder
Lucas Tousart;21;1727;0;0;3;2;0;6;8700;875;100;680;310;30;790;310;197;2018-2019;Lyon;France;France;Midfielder
Lucas Vázquez;27;1510;1;3;6;1;24;10;7870;810;300;810;540;40;530;70;181;2018-2019;Real Madrid;Spain;Spain;Forward
Luciano Vietto;24;986;1;4;1;0;46;7;3340;786;250;300;460;50;240;40;6;2018-2019;Fulham;England;Argentina;Forward
Ludovic Ajorque;24;1531;9;1;5;0;59;17;3550;760;120;200;310;50;210;90;12;2018-2019;Strasbourg;France;R�union;Forward
Ludovic Baal;32;126;0;0;0;0;0;0;700;778;0;50;10;0;30;20;15;2018-2019;Rennes;France;French Guiana;Defender
Ludovic Blas;20;2372;1;6;5;0;27;8;7160;763;180;960;490;90;830;130;76;2018-2019;Guingamp;France;France;Midfielder
Ludwig Augustinsson;24;3026;1;4;5;0;15;6;15590;788;250;1550;670;80;840;750;156;2018-2019;Werder Bremen;Germany;Sweden;Defender
Luis Advíncula;28;2389;1;3;6;2;15;5;9800;814;150;700;410;70;700;500;86;2018-2019;Rayo Vallecano;Spain;Peru;Defender
Luis Alberto;25;1990;4;5;5;1;41;13;11210;758;800;1910;1420;90;570;50;144;2018-2019;Lazio;Italy;Spain;Midfielder
Luis Muriel;27;123;1;1;0;0;146;1;350;795;20;30;410;70;30;10;183;2018-2019;Sevilla;Spain;Colombia;Midfielder
Luis Muriel;27;1441;6;0;1;0;37;14;2590;638;180;410;30;10;220;30;79;2018-2019;Fiorentina;Italy;Colombia;Forward
Luis Suárez;31;2827;21;6;5;0;86;52;7670;748;500;690;1280;270;260;220;239;2018-2019;Barcelona;Spain;Uruguay;Forward
Luisinho;33;507;0;0;4;0;0;1;2090;853;20;110;60;0;260;140;57;2018-2019;Huesca;Spain;Portugal;Defender
Luiz Araújo;22;781;3;2;2;1;58;9;2320;746;120;260;260;40;240;30;176;2018-2019;Lille;France;Brazil;Forward
Luiz Felipe;21;1289;1;1;4;0;14;2;5890;838;30;370;80;10;470;510;159;2018-2019;Lazio;Italy;Brazil;Defender
Luiz Gustavo;31;2436;2;0;8;0;7;7;12770;888;80;880;280;70;910;670;143;2018-2019;Marseille;France;Brazil;Midfielder
Luka Jović;20;2243;17;5;1;0;88;41;4340;722;270;630;610;150;210;260;159;2018-2019;Eint Frankfurt;Germany;Serbia;Forward
Luka Krajnc;23;788;0;0;3;0;0;1;2980;801;10;150;30;0;140;390;67;2018-2019;Frosinone;Italy;Slovenia;Defender
Luka Milivojević;27;3420;12;2;10;0;37;13;16310;763;630;1790;1060;40;1590;870;129;2018-2019;Crystal Palace;England;Serbia;Midfielder
Luka Modrić;32;2608;3;6;6;0;31;13;17250;871;480;1750;1100;140;790;70;179;2018-2019;Real Madrid;Spain;Croatia;Midfielder
Lukas Jäger;24;27;0;0;0;0;0;0;40;571;0;0;0;0;30;0;0;2018-2019;Nürnberg;Germany;Austria;Midfielder
Lukas Klostermann;22;2003;5;1;1;0;27;7;7630;747;190;780;340;0;740;770;196;2018-2019;RB Leipzig;Germany;Germany;Defender
Lukas Klünter;22;592;0;0;2;1;0;1;1810;702;20;140;80;10;210;190;10;2018-2019;Hertha BSC;Germany;Germany;Defender
Lukas Kübler;25;1184;0;2;2;0;15;2;3830;677;70;300;140;40;570;450;169;2018-2019;Freiburg;Germany;Germany;Defender
Lukas Lerager;25;1122;1;0;4;0;8;5;2870;740;160;370;230;30;600;190;86;2018-2019;Genoa;Italy;Denmark;Midfielder
Lukas Lerager;25;1298;0;1;4;0;7;3;5240;794;80;660;240;0;480;300;128;2018-2019;Bordeaux;France;Denmark;Midfielder
Lukas Mühl;21;2790;1;0;4;0;3;2;12230;844;40;670;80;10;1080;1680;58;2018-2019;Nürnberg;Germany;Germany;Defender
Lukas Rupp;27;25;0;0;0;0;0;0;70;636;10;0;10;0;20;10;0;2018-2019;Hoffenheim;Germany;Germany;Midfielder
Luke Amos;21;3;0;0;0;0;0;0;10;500;0;0;0;0;10;10;30;2018-2019;Tottenham;England;England;Midfielder
Luke Dreher;19;1;0;0;0;0;0;0;30;1000;0;0;0;0;0;0;30;2018-2019;Crystal Palace;England;England;Midfielder
Luke Shaw;23;2591;1;4;11;0;17;6;16670;841;330;1740;670;100;750;920;179;2018-2019;Manchester Utd;England;England;Defender
Lyanco;21;90;0;0;0;0;0;0;190;760;0;10;0;0;30;90;5;2018-2019;Torino;Italy;Brazil;Defender
Lyanco;21;1119;1;0;2;1;8;2;4240;830;30;380;110;10;520;700;20;2018-2019;Bologna;Italy;Brazil;Defender
Lys Mousset;22;368;1;0;1;0;24;7;850;708;40;100;110;0;70;20;10;2018-2019;Bournemouth;England;France;Forward
László Bénes;20;27;0;0;0;0;0;0;110;647;0;10;0;0;20;20;10;2018-2019;M'Gladbach;Germany;Slovakia;Midfielder
Léo Baptistão;25;1233;2;2;3;0;29;15;2890;734;220;330;420;20;340;110;115;2018-2019;Espanyol;Spain;Brazil;Forward
Léo Bonatini;24;135;0;1;0;0;67;1;450;763;20;30;90;30;10;0;143;2018-2019;Wolves;England;Brazil;Forward
M'Baye Niang;23;1793;11;4;5;0;75;23;2930;696;120;280;370;90;330;120;138;2018-2019;Rennes;France;Senegal;Forward
Mahdi Camara;20;10;0;0;0;0;0;0;10;1000;0;0;0;0;0;20;30;2018-2019;Saint-Étienne;France;France;Forward
Mahmoud Dahoud;22;697;1;0;2;0;13;2;3730;820;80;450;180;30;300;110;207;2018-2019;Dortmund;Germany;Germany;Midfielder
Makhtar Gueye;20;50;1;1;0;0;36;1;90;529;20;0;30;20;30;0;12;2018-2019;Saint-Étienne;France;Senegal;Forward
Makoto Hasebe;34;2520;0;0;4;0;0;1;12300;842;60;1190;150;20;770;1020;168;2018-2019;Eint Frankfurt;Germany;Japan;Defender
Malang Sarr;19;2994;1;1;1;0;6;1;19200;888;60;1180;140;10;1030;1180;151;2018-2019;Nice;France;France;Defender
Malcom;21;614;1;2;0;0;44;6;2730;830;120;210;200;40;50;20;173;2018-2019;Barcelona;Spain;Brazil;Forward
Malik Tchokounté;29;1473;0;2;3;0;12;6;3100;672;70;190;140;50;240;200;93;2018-2019;Caen;France;France;Forward
Mamadou Sakho;28;2416;0;0;2;0;0;0;11470;889;60;920;90;0;660;1630;111;2018-2019;Crystal Palace;England;France;Defender
Manolo Gabbiadini;26;476;1;0;0;0;19;8;810;686;30;40;110;10;110;50;5;2018-2019;Southampton;England;Italy;Forward
Manolo Gabbiadini;26;812;4;2;5;0;67;12;2250;714;150;270;280;40;70;40;133;2018-2019;Sampdoria;Italy;Italy;Forward
Manolo Portanova;18;33;0;0;1;0;0;0;60;600;0;10;0;0;30;10;0;2018-2019;Juventus;Italy;Italy;Midfielder
Manu García;32;2330;2;1;6;0;12;5;7180;755;120;790;310;10;1060;740;135;2018-2019;Alavés;Spain;Spain;Midfielder
Manu García;20;1843;0;4;2;1;2;3;7480;787;220;1030;470;50;480;50;103;2018-2019;Toulouse;France;Spain;Midfielder
Manu Morlanes;19;610;0;3;2;0;44;0;2730;827;90;390;140;40;210;60;14;2018-2019;Villarreal;Spain;Spain;Midfielder
Manu Trigueros;26;1547;0;0;3;0;0;1;8630;858;140;880;360;10;560;210;96;2018-2019;Villarreal;Spain;Spain;Midfielder
Manuel Akanji;23;2205;1;0;1;0;4;2;16980;929;60;930;180;50;510;1020;228;2018-2019;Dortmund;Germany;Switzerland;Defender
Manuel Gulde;27;1712;1;0;3;0;5;2;7290;817;30;620;130;10;390;760;11;2018-2019;Freiburg;Germany;Germany;Defender
Manuel Iturra;34;74;0;0;1;0;0;0;470;855;0;50;0;0;40;30;133;2018-2019;Villarreal;Spain;Chile;Midfielder
Manuel Lanzini;25;686;1;1;2;0;26;4;4080;866;60;390;170;30;150;30;15;2018-2019;West Ham;England;Argentina;Midfielder
Manuel Lazzari;24;2835;0;8;7;0;25;5;11020;749;550;700;1000;130;500;350;124;2018-2019;SPAL;Italy;Italy;Midfielder
Manuel Locatelli;20;1847;2;4;7;0;29;7;10560;856;370;930;770;50;620;340;10;2018-2019;Sassuolo;Italy;Italy;Midfielder
Manuel Pasqual;36;1342;1;2;2;0;2;0;7050;675;210;950;330;20;350;310;10;2018-2019;Empoli;Italy;Italy;Defender
Manuel Pucciarelli;27;302;0;0;1;0;0;0;730;745;20;0;30;0;50;0;3;2018-2019;Chievo;Italy;Italy;Forward
Marc Albrighton;28;1625;2;2;3;0;22;7;4580;594;290;800;400;40;610;200;137;2018-2019;Leicester City;England;England;Forward
Marc Bartra;27;2928;1;0;4;0;3;3;19930;884;40;830;190;0;1240;1560;142;2018-2019;Betis;Spain;Spain;Defender
Marc Cardona;23;604;3;1;1;0;6;8;1280;715;50;90;110;20;120;40;124;2018-2019;Eibar;Spain;Spain;Forward
Marc Cucurella;20;2354;1;2;6;0;11;2;7630;765;320;680;660;80;590;290;119;2018-2019;Eibar;Spain;Spain;Midfielder
Marc Muniesa;26;1406;0;0;6;0;0;1;7080;798;80;660;230;0;720;510;116;2018-2019;Girona;Spain;Spain;Defender
Marc Navarro;23;84;0;0;0;0;0;0;210;600;0;0;0;0;50;40;15;2018-2019;Watford;England;Spain;Defender
Marc Roca;21;3112;1;2;9;0;9;9;16960;876;230;2010;550;30;1150;680;149;2018-2019;Espanyol;Spain;Spain;Midfielder
Marc Stendera;22;110;0;0;0;0;0;0;810;853;10;110;40;10;100;0;243;2018-2019;Eint Frankfurt;Germany;Germany;Midfielder
Marc-Oliver Kempf;23;2025;2;0;3;0;9;2;8440;832;70;840;140;0;810;1690;96;2018-2019;Stuttgart;Germany;Germany;Defender
Marcel Halstenberg;26;2414;3;6;2;0;34;8;11710;740;550;1530;850;130;910;790;20;2018-2019;RB Leipzig;Germany;Germany;Defender
Marcel Sabitzer;24;2352;4;3;9;0;27;17;8650;700;380;1420;780;80;720;320;217;2018-2019;RB Leipzig;Germany;Austria;Midfielder
Marcel Schmelzer;30;566;0;1;1;0;16;0;3860;825;30;240;70;20;200;80;23;2018-2019;Dortmund;Germany;Germany;Defender
Marcel Sobottka;24;942;0;0;3;0;0;2;2670;785;20;290;70;20;380;220;121;2018-2019;Düsseldorf;Germany;Germany;Midfielder
Marcel Tisserand;25;886;1;0;2;0;1;2;4730;790;10;350;30;0;310;490;13;2018-2019;Wolfsburg;Germany;Democratic Republic of the Congo;Defender
Marcello Gazzola;33;921;1;0;3;0;1;1;2480;639;50;340;70;0;180;300;125;2018-2019;Parma;Italy;Italy;Defender
Marcello Trotta;25;6;0;0;0;0;0;0;20;1000;0;0;100;0;0;0;10;2018-2019;Sassuolo;Italy;Italy;Forward
Marcello Trotta;25;398;0;0;0;0;0;3;850;733;30;70;0;0;110;40;108;2018-2019;Frosinone;Italy;Italy;Forward
Marcelo;30;1853;2;2;6;0;19;12;12500;814;350;1610;650;70;490;230;143;2018-2019;Real Madrid;Spain;Brazil;Defender
Marcelo;31;2878;0;1;6;0;3;6;20670;894;110;1510;320;20;960;2210;197;2018-2019;Lyon;France;Brazil;Defender
Marcelo Brozović;25;2650;2;1;11;1;1;6;23010;869;490;2510;1190;50;1510;310;166;2018-2019;Inter;Italy;Croatia;Midfielder
Marcelo Saracchi;20;653;0;1;2;0;14;0;3330;698;100;390;150;20;290;140;122;2018-2019;RB Leipzig;Germany;Uruguay;Defender
Marcin Kamiński;26;2430;0;1;1;0;4;1;9840;846;70;720;150;10;540;1250;144;2018-2019;Düsseldorf;Germany;Poland;Defender
Marco Andreolli;32;106;0;0;1;0;0;1;620;899;0;50;0;0;20;70;33;2018-2019;Cagliari;Italy;Italy;Defender
Marco Andreolli;32;646;0;0;2;0;0;1;1910;820;0;70;20;0;130;580;25;2018-2019;Chievo;Italy;Italy;Defender
Marco Asensio;22;1779;1;4;3;0;25;17;8420;825;330;770;630;110;290;30;173;2018-2019;Real Madrid;Spain;Spain;Forward
Marco Benassi;23;2282;7;1;6;1;32;21;6320;755;250;970;540;30;400;270;116;2018-2019;Fiorentina;Italy;Italy;Midfielder
Marco Capuano;26;2307;0;0;5;1;0;0;9730;830;60;660;100;0;850;1330;78;2018-2019;Frosinone;Italy;Italy;Defender
Marco D'Alessandro;27;1495;0;2;3;0;12;2;4660;701;180;460;380;30;630;310;108;2018-2019;Udinese;Italy;Italy;Defender
Marco Fabián;29;62;0;0;0;0;0;0;80;615;0;0;0;0;80;0;0;2018-2019;Eint Frankfurt;Germany;Mexico;Forward
Marco Friedl;20;474;0;0;3;0;0;0;2300;871;0;220;10;0;210;270;20;2018-2019;Werder Bremen;Germany;Austria;Defender
Marco Parolo;33;2563;4;3;7;0;25;17;8290;753;280;1060;620;40;880;500;153;2018-2019;Lazio;Italy;Italy;Midfielder
Marco Reus;29;2316;17;8;3;1;97;31;8490;801;370;920;870;190;500;290;226;2018-2019;Dortmund;Germany;Germany;Midfielder
Marco Richter;20;1426;4;6;4;0;63;24;3280;676;160;470;520;100;240;60;92;2018-2019;Augsburg;Germany;Germany;Forward
Marco Russ;32;380;0;0;1;0;0;0;900;750;10;70;40;0;60;90;20;2018-2019;Eint Frankfurt;Germany;Germany;Defender
Marco Sau;30;55;0;0;0;0;0;0;220;815;0;10;10;10;0;0;8;2018-2019;Sampdoria;Italy;Italy;Midfielder
Marco Sau;30;558;1;0;4;0;16;3;1260;840;70;60;150;20;110;30;86;2018-2019;Cagliari;Italy;Italy;Forward
Marco Terrazzino;27;517;1;0;0;0;17;5;1590;726;110;160;240;40;70;10;131;2018-2019;Freiburg;Germany;Germany;Forward
Marco Tumminello;19;9;0;0;1;0;0;0;30;500;10;10;10;0;0;0;5;2018-2019;Atalanta;Italy;Italy;Forward
Marco Verratti;25;1879;0;2;7;0;1;0;18980;909;300;2400;750;50;790;110;246;2018-2019;Paris S-G;France;Italy;Midfielder
Marcos Alonso;27;2759;2;4;6;0;2;7;18390;829;310;1330;600;100;1120;990;197;2018-2019;Chelsea;England;Spain;Defender
Marcos Llorente;23;540;0;0;1;0;0;2;3440;925;40;100;70;10;210;110;214;2018-2019;Real Madrid;Spain;Spain;Midfielder
Marcos Rojo;28;212;0;0;2;0;0;3;1010;743;0;80;30;10;100;100;22;2018-2019;Manchester Utd;England;Argentina;Defender
Marcus Coco;22;1840;1;2;3;1;15;7;3680;627;160;360;490;30;600;90;64;2018-2019;Guingamp;France;France;Forward
Marcus Rashford;20;2334;10;6;3;1;62;40;5340;739;380;600;730;90;260;200;179;2018-2019;Manchester Utd;England;England;Forward
Marcus Thuram;20;2571;9;1;4;2;35;22;6090;716;320;640;860;70;580;140;63;2018-2019;Guingamp;France;France;Forward
Marek Hamšík;31;916;0;0;1;0;0;3;7410;876;150;780;360;40;210;80;238;2018-2019;Napoli;Italy;Slovakia;Midfielder
Mariano;24;447;3;0;2;0;6;8;720;758;50;70;90;0;30;20;138;2018-2019;Real Madrid;Spain;Dominican Republic;Forward
Mariano;24;143;0;0;0;0;0;0;230;767;10;10;20;10;10;0;20;2018-2019;Lyon;France;Dominican Republic;Forward
Mario Balotelli;27;933;8;0;5;1;77;16;1580;687;60;110;150;10;120;60;14;2018-2019;Marseille;France;Italy;Forward
Mario Balotelli;27;752;0;1;5;0;12;8;1680;709;80;90;240;30;40;60;17;2018-2019;Nice;France;Italy;Forward
Mario Gaspar;27;2599;1;2;17;1;1;7;10680;805;170;1020;360;20;900;1010;116;2018-2019;Villarreal;Spain;Spain;Defender
Mario Gómez;33;2211;7;2;4;1;37;21;3190;660;270;340;480;50;230;280;81;2018-2019;Stuttgart;Germany;Germany;Forward
Mario Götze;26;1674;7;7;0;0;75;16;7310;822;390;630;700;90;290;40;215;2018-2019;Dortmund;Germany;Germany;Forward
Mario Hermoso;23;2806;3;0;7;0;1;11;13800;846;40;850;200;20;590;2050;147;2018-2019;Espanyol;Spain;Spain;Defender
Mario Lemina;24;1613;1;1;5;0;11;4;7100;857;100;680;360;20;880;330;62;2018-2019;Southampton;England;Gabon;Midfielder
Mario Mandžukić;32;2014;9;6;4;0;67;18;4490;729;270;380;510;110;490;190;256;2018-2019;Juventus;Italy;Croatia;Forward
Mario Pašalić;23;1618;5;3;1;0;44;9;8300;837;210;630;450;60;490;210;197;2018-2019;Atalanta;Italy;Croatia;Midfielder
Mario Suárez;31;1026;2;0;5;0;18;4;4540;814;90;420;220;10;440;310;64;2018-2019;Rayo Vallecano;Spain;Spain;Midfielder
Marius Wolf;23;828;1;0;1;1;11;3;5430;838;70;550;160;10;250;180;213;2018-2019;Dortmund;Germany;Germany;Defender
Mariusz Stępiński;23;2476;6;2;5;0;29;16;4380;747;270;240;600;40;320;190;51;2018-2019;Chievo;Italy;Poland;Forward
Mark Noble;31;2291;5;5;6;1;39;5;12990;846;210;1440;520;100;880;100;155;2018-2019;West Ham;England;England;Midfielder
Mark Uth;26;1407;2;1;3;0;19;17;2700;694;130;270;340;40;320;100;9;2018-2019;Schalke 04;Germany;Germany;Forward
Markel Bergara;32;53;0;0;0;0;0;0;150;714;0;20;0;0;40;10;67;2018-2019;Getafe;Spain;Spain;Midfielder
Markel Susaeta;30;1379;1;2;4;1;2;6;4740;728;330;260;540;50;260;60;109;2018-2019;Athletic Club;Spain;Spain;Forward
Marko Arnautović;29;1990;10;4;3;0;63;30;4940;758;330;390;600;70;150;90;143;2018-2019;West Ham;England;Austria;Forward
Marko Grujić;22;1780;5;1;5;0;3;21;7800;818;160;980;400;20;640;520;159;2018-2019;Hertha BSC;Germany;Serbia;Midfielder
Marko Janković;23;54;0;0;1;0;0;1;260;813;10;30;20;10;20;0;0;2018-2019;SPAL;Italy;Montenegro;Midfielder
Marko Pajač;25;100;0;0;0;0;0;0;370;649;10;50;120;20;20;10;33;2018-2019;Cagliari;Italy;Croatia;Defender
Marko Pajač;25;738;2;2;5;0;49;4;2850;779;90;260;30;0;130;150;15;2018-2019;Empoli;Italy;Croatia;Defender
Marko Pjaca;23;750;1;1;1;0;24;7;1760;739;160;190;320;10;120;40;121;2018-2019;Fiorentina;Italy;Croatia;Forward
Marko Rog;23;357;0;0;5;0;0;0;1830;847;40;110;90;0;180;50;16;2018-2019;Sevilla;Spain;Croatia;Midfielder
Marko Rog;23;333;1;0;3;0;27;2;1730;920;10;90;50;0;170;10;267;2018-2019;Napoli;Italy;Croatia;Midfielder
Markus Suttner;31;489;1;1;1;0;37;1;1750;673;80;160;110;10;170;110;117;2018-2019;Düsseldorf;Germany;Austria;Defender
Marlon;22;1508;1;0;4;1;6;2;9930;928;20;610;110;10;440;470;106;2018-2019;Sassuolo;Italy;Brazil;Defender
Marouane Fellaini;30;752;0;1;1;0;12;3;3530;817;50;290;140;20;330;270;136;2018-2019;Manchester Utd;England;Belgium;Midfielder
Marquinhos;24;2693;3;2;2;1;17;3;20930;924;90;1440;260;30;740;930;257;2018-2019;Paris S-G;France;Brazil;Defender
Marten de Roon;27;2975;2;3;8;0;15;7;19360;875;310;2430;730;80;1300;700;186;2018-2019;Atalanta;Italy;Netherlands;Midfielder
Martin Agirregabiria;22;2032;0;0;4;0;0;0;6730;695;80;920;220;10;740;850;137;2018-2019;Alavés;Spain;Spain;Defender
Martin Braithwaite;27;1402;4;5;5;0;58;10;1840;739;140;90;230;60;80;30;121;2018-2019;Leganés;Spain;Denmark;Forward
Martin Harnik;31;828;4;2;2;0;65;16;1590;616;110;110;230;50;150;40;172;2018-2019;Werder Bremen;Germany;Austria;Forward
Martin Hinteregger;25;1142;1;0;3;0;8;2;3840;718;20;470;120;0;480;580;157;2018-2019;Eint Frankfurt;Germany;Austria;Defender
Martin Hinteregger;25;1575;2;0;0;0;11;4;6390;748;50;700;100;10;640;760;83;2018-2019;Augsburg;Germany;Austria;Defender
Martin Kelly;28;1111;0;0;2;0;0;1;2610;770;10;170;40;10;340;1060;131;2018-2019;Crystal Palace;England;England;Defender
Martin Terrier;21;1486;9;0;2;0;55;16;4490;821;270;620;570;60;250;100;20;2018-2019;Lyon;France;France;Forward
Martín Cáceres;31;628;0;0;1;0;0;1;4200;911;10;140;0;0;150;170;178;2018-2019;Juventus;Italy;Uruguay;Defender
Martín Cáceres;31;307;0;0;0;0;0;0;1280;831;0;90;20;0;30;90;15;2018-2019;Lazio;Italy;Uruguay;Defender
Martín Mantovani;34;701;2;0;2;0;26;3;1800;853;10;70;20;10;310;810;111;2018-2019;Huesca;Spain;Argentina;Defender
Martín Merquelanz;23;6;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;2018-2019;Real Sociedad;Spain;Spain;Midfielder
Martín Montoya;27;2167;0;1;4;0;4;1;8990;785;180;780;310;20;1050;670;8;2018-2019;Brighton;England;Spain;Defender
Martín Zubimendi;19;7;0;0;0;0;0;0;20;500;10;10;10;0;20;0;30;2018-2019;Real Sociedad;Spain;Spain;Midfielder
Marvin Bakalorz;28;1470;1;0;5;0;6;4;3050;751;100;280;190;20;480;520;84;2018-2019;Hannover 96;Germany;Germany;Midfielder
Marvin Ducksch;24;823;1;1;1;0;22;9;1820;659;190;310;280;30;80;70;94;2018-2019;Düsseldorf;Germany;Germany;Forward
Marvin Martin;30;623;0;1;1;0;14;1;2410;715;100;270;190;20;50;0;20;2018-2019;Reims;France;France;Midfielder
